,Unnamed: 0,MAL_ID,Name,Score,Genres,English name,Japanese name,Type,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
2045,2045,2232,Funny Pets,5.09,Comedy,Unknown,ファニーペッツ,TV,12,"Jan 11, 2006 to Mar 29, 2006",Winter 2006,KBS,Unknown,Unknown,Original,6 min. per ep.,PG-13 - Teens 13 or older,10498.0,10992,791,3,49,375,23,96,248,20.0,10.0,12.0,24.0,33.0,39.0,32.0,31.0,40.0,72.0
2046,2046,2233,Ocha-ken: Chokotto Monogatari,6.3,"Comedy, Kids",Unknown,お茶犬 ちょこっとものがたり,TV,26,"Oct 6, 2003 to Apr 1, 2004",Fall 2003,Four Some,Unknown,Unknown,Unknown,4 min. per ep.,G - All Ages,6896.0,10511,974,4,52,456,51,92,323,16.0,19.0,49.0,88.0,91.0,57.0,25.0,14.0,5.0,13.0
2047,2047,2234,Panda-Z: The Robonimation,6.23,"Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen",Unknown,パンダーゼット THE ROBONIMATION,TV,30,"Apr 12, 2004 to Oct 4, 2004",Spring 2004,"Bee Media, Dynamic Planning",Bandai Entertainment,Unknown,Unknown,5 min. per ep.,PG - Children,7201.0,8937,1927,3,82,808,165,261,611,37.0,45.0,93.0,175.0,160.0,96.0,48.0,35.0,24.0,25.0
2048,2048,2235,Mizu no Kotoba,6.81,"Drama, Psychological, Sci-Fi",Unknown,水のコトバ,Special,1,"Oct 26, 2002",Unknown,Unknown,Unknown,Studio Rikka,Original,9 min.,PG-13 - Teens 13 or older,4420.0,3517,21674,29,260,16263,109,112,4930,478.0,1101.0,2505.0,3678.0,2583.0,1238.0,457.0,224.0,116.0,79.0
2049,2049,2236,Toki wo Kakeru Shoujo,8.2,"Adventure, Drama, Romance, Sci-Fi",The Girl Who Leapt Through Time,時をかける少女,Movie,1,"Jul 15, 2006",Unknown,"Kadokawa Shoten, Bandai, Memory-Tech, Happinet Pictures","Funimation, Bandai Entertainment, Kadokawa Pictures USA",Madhouse,Novel,1 hr. 38 min.,G - All Ages,307.0,166,619843,5386,9368,468670,3407,1533,136865,56390.0,98526.0,117596.0,64742.0,19655.0,6576.0,2109.0,731.0,262.0,373.0
2050,2050,2237,Rozen Maiden: Meitantei Kunkun - Duell Walzer,6.48,"Comedy, Mystery",Unknown,名探偵くんくん,Special,1,"Apr 27, 2006",Unknown,Mellow Head,Unknown,Nomad,Manga,7 min.,PG-13 - Teens 13 or older,6010.0,3974,16662,20,186,11980,185,137,4174,523.0,626.0,1093.0,1838.0,1767.0,1264.0,439.0,204.0,112.0,82.0
2051,2051,2238,Fuyu no Semi,7.53,"Drama, Historical, Romance, Samurai, Yaoi",Embracing Love:A Cicada in Winter,冬の蝉,OVA,3,"Feb 23, 2007 to Apr 27, 2007",Unknown,On-Lead,"Media Blasters, Kitty Media",Venet,Manga,30 min. per ep.,R+ - Mild Nudity,Unknown,3798,18189,160,433,12547,257,338,4614,1343.0,1517.0,2115.0,1969.0,1099.0,590.0,236.0,106.0,60.0,76.0
2052,2052,2239,Sei Michaela Gakuen Hyouryuuki,4.96,Hentai,Unknown,聖ミカエラ学園漂流記,OVA,2,"Jun 22, 1990 to Jul 25, 1991",Unknown,Unknown,Unknown,Unknown,Unknown,40 min. per ep.,Rx - Hentai,Unknown,10548,965,2,64,341,43,82,435,9.0,9.0,11.0,11.0,38.0,48.0,40.0,32.0,27.0,35.0
2053,2053,2240,Sei Michaela Gakuen Hyouryuuki II,4.83,Hentai,Sins of the Sisters,聖ミカエラ学園漂流記Ⅱ,OVA,2,"Oct 21, 1994 to Nov 25, 1995",Unknown,Unknown,Central Park Media,J.C.Staff,Unknown,45 min. per ep.,Rx - Hentai,Unknown,10600,935,0,55,391,34,76,379,14.0,7.0,5.0,16.0,24.0,56.0,59.0,33.0,28.0,50.0
2054,2054,2243,Karasu Tengu Kabuto,6.49,"Action, Adventure, Historical, Drama",Unknown,カラス天狗カブト,TV,39,"Jul 29, 1990 to Jun 30, 1991",Summer 1990,KSS,Unknown,Unknown,Manga,25 min. per ep.,R - 17+ (violence & profanity),5946.0,8915,1940,3,116,415,86,143,1180,28.0,35.0,40.0,88.0,78.0,49.0,17.0,8.0,10.0,9.0
2055,2055,2244,Rakugo Tennyo Oyui,6.06,"Comedy, Historical",Unknown,落語天女おゆい,TV,12,"Jan 5, 2006 to Mar 23, 2006",Winter 2006,Three Fat Samurai,Unknown,TNK,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,7974.0,9079,1824,1,126,397,97,132,1072,13.0,12.0,30.0,72.0,67.0,72.0,28.0,20.0,8.0,6.0
2056,2056,2245,Seraphim Call,6.1,"Romance, Drama, Sci-Fi",Unknown,セラフィムコール,TV,12,"Oct 6, 1999 to Dec 22, 1999",Fall 1999,"d-rights, TV Tokyo Music, Banpresto",Media Blasters,Sunrise,Original,23 min. per ep.,PG-13 - Teens 13 or older,7799.0,7069,4042,4,198,1231,160,215,2238,45.0,43.0,97.0,219.0,212.0,180.0,86.0,40.0,29.0,19.0
2057,2057,2246,Mononoke,8.42,"Mystery, Historical, Horror, Demons, Psychological, Supernatural, Fantasy, Seinen",Mononoke,モノノ怪,TV,12,"Jul 13, 2007 to Sep 28, 2007",Summer 2007,Fuji TV,Flatiron Film Company,Toei Animation,Original,22 min. per ep.,R - 17+ (violence & profanity),144.0,688,215972,5686,13887,71537,9166,4855,116527,15608.0,17249.0,16462.0,8401.0,3169.0,1245.0,598.0,228.0,141.0,501.0
2058,2058,2248,Naruto: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo! - Konoha no Sato no Dai Undoukai,6.87,"Action, Comedy, Sports, Martial Arts, Fantasy, Shounen",Hidden Leaf Village Grand Sports Festival,木ノ葉の里と大うん動会,Special,1,"Aug 21, 2004",Unknown,"Bandai, TV Tokyo Music",VIZ Media,Studio Pierrot,Original,11 min.,PG-13 - Teens 13 or older,4155.0,1915,64084,120,567,57740,324,265,5188,4028.0,3564.0,6059.0,9089.0,6890.0,4047.0,1664.0,845.0,515.0,458.0
2059,2059,2249,Amon Saga,5.49,"Action, Adventure, Fantasy",Unknown,アモン・サーガ,OVA,1,"Jul 19, 1986",Unknown,"Toei Video, Tohokushinsha Film Corporation",Manga Entertainment,Toei Animation,Original,1 hr. 14 min.,R - 17+ (violence & profanity),9711.0,6751,4515,1,104,2634,72,98,1607,30.0,44.0,112.0,340.0,455.0,456.0,276.0,133.0,75.0,37.0
2060,2060,2250,Roots Search: Shokushin Buttai X,4.21,"Sci-Fi, Space, Horror",Roots Search,ルーツ・サーチ 食心物体Ｘ,OVA,1,"Sep 10, 1986",Unknown,"Nippon Columbia, Hiro Media",Central Park Media,Unknown,Original,45 min.,R+ - Mild Nudity,10959.0,8391,2387,2,70,1377,33,49,858,15.0,11.0,21.0,89.0,143.0,171.0,218.0,159.0,180.0,118.0
2061,2061,2251,Baccano!,8.42,"Action, Comedy, Historical, Mystery, Supernatural",Baccano!,バッカーノ！,TV,13,"Jul 27, 2007 to Nov 2, 2007",Summer 2007,"Aniplex, Sakura Create, Happinet Pictures","Funimation, Aniplex of America",Brain's Base,Light novel,24 min. per ep.,R - 17+ (violence & profanity),143.0,127,714937,21857,35182,364241,30266,18291,266957,66252.0,96956.0,84546.0,41611.0,14305.0,6216.0,2578.0,994.0,512.0,922.0
2062,2062,2252,Devilman,6.45,"Action, Horror, Demons, Supernatural",Unknown,デビルマン,TV,39,"Jul 8, 1972 to Apr 7, 1973",Summer 1972,Dynamic Planning,Discotek Media,Toei Animation,Manga,25 min. per ep.,R - 17+ (violence & profanity),6161.0,3554,21086,93,1221,6034,809,1120,11902,324.0,326.0,632.0,1311.0,1041.0,633.0,354.0,216.0,107.0,86.0
2063,2063,2253,Mazinger Z,7.26,"Action, Drama, Mecha, Sci-Fi, Shounen",Mazinger Z,マジンガーＺ,TV,92,"Dec 3, 1972 to Sep 1, 1974",Winter 1973,Dynamic Planning,Discotek Media,Toei Animation,Manga,25 min. per ep.,PG-13 - Teens 13 or older,2534.0,4426,12837,107,819,5913,797,824,4484,544.0,512.0,1054.0,1433.0,769.0,382.0,139.0,56.0,34.0,37.0
2064,2064,2254,Sentou Mecha Xabungle,7.22,"Military, Sci-Fi, Mecha, Shounen",Unknown,戦闘メカザブングル,TV,50,"Feb 6, 1982 to Jan 29, 1983",Winter 1982,Sotsu,Maiden Japan,Sunrise,Original,24 min. per ep.,PG-13 - Teens 13 or older,2696.0,7207,3813,30,281,927,224,170,2211,79.0,125.0,201.0,218.0,127.0,52.0,22.0,16.0,5.0,5.0
2065,2065,2255,Choujuu Kishin Dancougar,6.65,"Action, Sci-Fi, Mecha",Super Bestial Machine God Dancougar,超獣機神ダンクーガ,TV,38,"Apr 5, 1985 to Dec 27, 1985",Spring 1985,Ashi Production,Discotek Media,Production Reed,Original,25 min. per ep.,PG-13 - Teens 13 or older,5117.0,7217,3822,8,279,1083,210,202,2048,33.0,54.0,168.0,274.0,201.0,122.0,40.0,19.0,8.0,7.0
2066,2066,2256,Choujuu Kishin Dancougar: Ushinawareta Mono-tachi e no Requiem,6.28,"Action, Drama, Mecha",Dancougar:Requiem for Victims,超獣機神ダンクーガ 失われた者たちへの鎮魂歌（レクイエム）,OVA,1,"Apr 21, 1986",Unknown,Ashi Production,Unknown,Production Reed,Unknown,1 hr. 20 min.,PG-13 - Teens 13 or older,6973.0,10006,1219,1,37,609,26,43,504,11.0,25.0,59.0,126.0,99.0,60.0,19.0,22.0,10.0,5.0
2067,2067,2257,Taiyou no Kiba Dagram,7.33,"Mecha, Military, Drama, Sci-Fi, Shounen",Unknown,太陽の牙ダグラム,TV,75,"Oct 23, 1981 to Mar 25, 1983",Fall 1981,Unknown,Unknown,Sunrise,Unknown,23 min. per ep.,PG-13 - Teens 13 or older,2194.0,7201,3820,54,283,835,201,170,2331,115.0,129.0,181.0,176.0,83.0,62.0,24.0,7.0,8.0,11.0
2068,2068,2258,Choro Q Dagram,5.47,"Comedy, Mecha, Sci-Fi, Shounen",Unknown,チョロＱダグラム,Movie,1,"Jul 9, 1983",Unknown,Unknown,Unknown,Sunrise,Unknown,8 min.,PG-13 - Teens 13 or older,9742.0,11235,717,0,21,366,19,46,265,3.0,5.0,14.0,35.0,61.0,62.0,30.0,16.0,15.0,13.0
2069,2069,2259,Dr. Rin ni Kiitemite!,6.79,"Comedy, Fantasy, Magic, Romance, School, Shoujo",Unknown,Dr.リンにきいてみて！,TV,51,"Mar 5, 2001 to Feb 25, 2002",Spring 2001,Nihon Ad Systems,Unknown,Studio Comet,Manga,24 min. per ep.,PG - Children,4485.0,7581,3294,12,288,875,344,376,1411,61.0,80.0,146.0,261.0,187.0,120.0,37.0,17.0,6.0,11.0
2070,2070,2260,Kirameki☆Project,6.22,"Ecchi, Mecha, Comedy, Sci-Fi",Unknown,きらめき☆プロジェクト,OVA,5,"Jun 24, 2005 to Feb 24, 2006",Unknown,Unknown,Media Blasters,Studio Fantasia,Original,30 min. per ep.,PG-13 - Teens 13 or older,7259.0,9138,1774,2,58,706,72,78,860,18.0,32.0,71.0,155.0,101.0,86.0,48.0,20.0,11.0,9.0
2071,2071,2261,Malice@Doll,5.9,"Horror, Psychological, Sci-Fi",Unknown,Malice@doll マリスドール,OVA,3,"Apr 27, 2001 to Jun 22, 2001",Unknown,GAGA,Unknown,Unknown,Original,30 min. per ep.,R - 17+ (violence & profanity),8535.0,7323,3680,28,143,1644,86,114,1693,61.0,91.0,139.0,241.0,254.0,179.0,134.0,83.0,60.0,53.0
2072,2072,2262,Sin: The Movie,5.15,"Action, Sci-Fi, Horror, Police, Supernatural",Unknown,sin THE MOVIE,OVA,1,"Oct 24, 2000",Unknown,Unknown,ADV Films,Phoenix Entertainment,Game,55 min.,R - 17+ (violence & profanity),10388.0,6775,4450,1,89,3203,47,75,1036,28.0,52.0,133.0,342.0,482.0,493.0,367.0,167.0,167.0,109.0
2073,2073,2263,Sonic★the★Hedgehog,6.82,"Adventure, Comedy, Sci-Fi, Shounen",Sonic the Hedgehog:The Movie,ソニック★ザ★ヘッジホッグ,OVA,2,"Jan 26, 1996",Unknown,Sega,ADV Films,Studio Pierrot,Game,30 min. per ep.,PG - Children,4368.0,4269,14049,164,185,11884,87,119,1774,823.0,768.0,1477.0,2486.0,1829.0,986.0,413.0,188.0,110.0,61.0
2074,2074,2264,Jungle Taitei Movie (1997),7.09,"Adventure, Fantasy",Jungle Emperor Leo,ジャングル大帝　劇場版,Movie,1,"Aug 1, 1997",Unknown,Shochiku,"Media Blasters, Discotek Media, NYAV Post",Tezuka Productions,Manga,1 hr. 34 min.,G - All Ages,3261.0,7545,3354,14,76,2195,41,74,968,144.0,169.0,301.0,454.0,282.0,138.0,41.0,17.0,7.0,4.0
2075,2075,2266,Gakuen no Shuryousha,6.07,Hentai,Wicked Lessons,学園の狩猟者,OVA,2,"Mar 14, 2003 to Jul 11, 2003",Unknown,Y.O.U.C,Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,8123,2648,14,173,1425,123,135,792,52.0,42.0,84.0,212.0,235.0,163.0,70.0,43.0,25.0,19.0
2076,2076,2267,Red Garden: Dead Girls,6.39,"Mecha, Mystery",Red Garden:Dead Girls,レッドガーデン デッドガールズ,OVA,1,"Aug 8, 2007",Unknown,"GDH, Sotsu Music Publishing","ADV Films, Funimation",Gonzo,Original,44 min.,R - 17+ (violence & profanity),6468.0,5553,7320,14,124,4280,111,114,2691,108.0,211.0,474.0,818.0,721.0,430.0,228.0,99.0,60.0,26.0
2077,2077,2269,Mobile Suit Gundam SEED Special Edition,7.31,"Action, Space, Mecha, Military, Sci-Fi",Unknown,機動戦士ガンダムSEED スペシャルエディション,Special,3,"Aug 27, 2004 to Oct 22, 2004",Unknown,"Asatsu DK, Atelier Musa",Bandai Entertainment,Sunrise,Original,1 hr. 35 min. per ep.,R - 17+ (violence & profanity),2314.0,5039,9369,14,191,6264,148,191,2575,442.0,526.0,1010.0,1077.0,504.0,248.0,120.0,53.0,37.0,34.0
2078,2078,2272,Mahou no Princess Minky Momo: Yume no Naka no Rondo,6.52,"Magic, Shoujo",Magical Princess Minky Momo:La Ronde in my Dream,魔法のプリンセス ミンキーモモ夢の中の輪舞,OVA,1,"Jul 28, 1985",Unknown,Unknown,Unknown,Production Reed,Unknown,1 hr. 26 min.,G - All Ages,5817.0,9513,1533,5,35,745,31,58,664,30.0,31.0,84.0,135.0,136.0,79.0,22.0,10.0,4.0,5.0
2079,2079,2273,Mobile Suit Gundam Wing: Endless Waltz Movie,7.81,"Action, Space, Mecha, Military, Drama, Sci-Fi",Mobile Suit Gundam Wing:Endless Waltz,新機動戦記ガンダムW エンドレス・ワルツ,Movie,1,"Aug 1, 1998",Unknown,"Bandai Visual, Sotsu",Bandai Entertainment,Sunrise,Original,1 hr. 34 min.,PG-13 - Teens 13 or older,817.0,2249,50266,206,485,43572,263,209,5737,4338.0,6069.0,9144.0,7160.0,2735.0,1157.0,382.0,155.0,62.0,68.0
2080,2080,2274,CLAMP in Wonderland,6.86,Music,Unknown,CLAMP IN WONDERLAND,Music,1,"Nov 21, 1994",Unknown,Madhouse,Unknown,animate Film,Manga,7 min.,G - All Ages,4186.0,4094,15627,11,104,13449,67,58,1949,770.0,820.0,1473.0,2420.0,1886.0,1115.0,321.0,160.0,80.0,54.0
2081,2081,2275,Saishuu Chikan Densha,6.42,Hentai,Midnight Sleazy Train,最終痴漢電車,OVA,3,"Sep 25, 2002 to Feb 25, 2003",Unknown,T-Rex,Media Blasters,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,7178,3883,11,283,2192,169,141,1098,84.0,94.0,215.0,375.0,277.0,195.0,87.0,46.0,22.0,28.0
2082,2082,2276,Shin Saishuu Chikan Densha,6.42,Hentai,Unknown,新・最終痴漢電車,OVA,3,"Aug 25, 2004 to May 25, 2005",Unknown,"Milky Animation Label, T-Rex",Unknown,Unknown,Visual novel,30 min. per ep.,Rx - Hentai,Unknown,7400,3555,6,309,1829,179,150,1088,73.0,90.0,182.0,274.0,250.0,169.0,66.0,26.0,21.0,30.0
2083,2083,2277,Mahou Yuugi 2D,6.39,"Adventure, Comedy, Magic, Fantasy",Magical Play,魔法遊戯:飛び出す!!ハナマル大冒険,ONA,24,"Nov 16, 2001 to May 3, 2002",Unknown,"Starchild Records, Imagica, Arcturus","ADV Films, Sentai Filmworks",AIC,Original,5 min. per ep.,PG-13 - Teens 13 or older,6458.0,7696,3145,7,135,1328,125,211,1346,47.0,64.0,160.0,299.0,236.0,165.0,81.0,39.0,25.0,19.0
2084,2084,2278,Mahou Yuugi 3D,5.62,"Comedy, Magic",Unknown,魔法遊戯 3D,OVA,1,"Dec 29, 2001",Unknown,"Starchild Records, Imagica",Unknown,AIC,Original,30 min.,PG-13 - Teens 13 or older,9358.0,9278,1684,1,29,1067,27,42,519,21.0,23.0,54.0,136.0,168.0,148.0,101.0,44.0,29.0,32.0
2085,2085,2279,Nagagutsu wo Haita Neko,7.01,"Adventure, Fantasy, Kids",Unknown,長靴をはいた猫 世界一周80日大冒険,Movie,1,"Mar 18, 1969",Unknown,Unknown,Discotek Media,Toei Animation,Unknown,1 hr. 20 min.,G - All Ages,3625.0,7683,3154,12,40,2231,25,66,792,140.0,169.0,333.0,492.0,320.0,140.0,62.0,25.0,5.0,6.0
2086,2086,2280,Hare Tokidoki Buta (TV),6.5,"Comedy, Parody",Tokyo Pig,はれときどきぶた,TV,61,"Jul 3, 1997 to Sep 29, 1998",Summer 1997,"TV Tokyo, Aniplex, TV Tokyo Music",Unknown,Unknown,Picture book,23 min. per ep.,PG - Children,5891.0,10513,978,5,43,331,62,154,388,21.0,21.0,52.0,75.0,57.0,35.0,15.0,7.0,7.0,8.0
2087,2087,2281,Jikuu Tantei Genshi-kun,6.31,"Adventure, Comedy, Fantasy, Mystery, Sci-Fi, Shounen",Flint the Time Detective,時空探偵ゲンシクン,TV,39,"Oct 1, 1998 to Jun 24, 1999",Fall 1998,"Nihon Ad Systems, Sanrio",Saban Entertainment,Group TAC,Original,25 min. per ep.,PG - Children,6852.0,5380,7925,16,205,5239,347,887,1247,149.0,193.0,504.0,1046.0,1059.0,695.0,295.0,120.0,64.0,39.0
2088,2088,2282,Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning,6.54,Historical,In The Beginning:The Bible Stories,手塚治虫の旧約聖書物語 In The Beginning,TV,26,"Apr 1, 1997 to May 9, 1997",Spring 1997,Unknown,Unknown,Tezuka Productions,Book,24 min. per ep.,PG - Children,5708.0,10208,1118,9,88,248,66,87,629,25.0,19.0,27.0,57.0,43.0,25.0,11.0,4.0,7.0,7.0
2089,2089,2283,Red Baron,7.02,"Action, Martial Arts, Mecha, Sci-Fi, Shounen, Sports",Unknown,レッドバロン,TV,49,"Apr 5, 1994 to Mar 28, 1995",Spring 1994,TV Asahi,Unknown,Tokyo Movie Shinsha,Other,24 min. per ep.,PG-13 - Teens 13 or older,3586.0,7989,2803,10,138,1231,159,228,1047,107.0,107.0,199.0,283.0,156.0,105.0,34.0,22.0,6.0,11.0
2090,2090,2284,Transformers: Car Robots,6.55,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",Transformers:Robots in Disguise,トランスフォーマー・カーロボット,TV,39,"Apr 5, 2000 to Dec 27, 2000",Spring 2000,"TV Tokyo, Nihon Ad Systems","Walt Disney Studios, Hasbro, Saban Entertainment",Gallop,Unknown,23 min. per ep.,PG - Children,5615.0,7133,3932,14,123,2799,126,264,620,124.0,115.0,311.0,563.0,462.0,300.0,111.0,45.0,34.0,18.0
2091,2091,2285,D.I.C.E.,6.33,"Action, Adventure, Kids, Mecha, Sci-Fi, Shounen",Unknown,ディノブレイカー,TV,40,"Dec 6, 2005 to Sep 19, 2006",Winter 2006,Unknown,Bandai Entertainment,Xebec,Unknown,25 min. per ep.,PG - Children,6725.0,7037,4073,25,138,2625,175,499,636,138.0,119.0,268.0,419.0,423.0,325.0,167.0,95.0,77.0,50.0
2092,2092,2286,Little Nemo,7.25,"Adventure, Fantasy",Little Nemo:Adventures in Slumberland,リトル・ニモ,Movie,1,"Jul 15, 1989",Unknown,Unknown,"Funimation, Discotek Media",Tokyo Movie Shinsha,Picture book,1 hr. 34 min.,G - All Ages,2580.0,5337,8061,32,113,5818,73,72,1985,487.0,566.0,884.0,1063.0,594.0,354.0,137.0,55.0,26.0,28.0
2093,2093,2287,Kakutou Ryouri Densetsu Bistro Recipe,6.08,"Game, Adventure, Comedy, Fantasy, Shounen",Fighting Foodons,格闘料理伝説ビストロレシピ,TV,26,"Dec 11, 2001 to Jun 25, 2002",Winter 2002,Kodansha,"4Kids Entertainment, Enoki Films, Discotek Media",Group TAC,Manga,25 min. per ep.,G - All Ages,7889.0,7027,4098,10,181,2180,229,587,921,99.0,79.0,147.0,372.0,396.0,335.0,194.0,72.0,55.0,33.0
2094,2094,2288,Akihabara Dennou-gumi,6.56,"Adventure, Mecha, Sci-Fi, Shoujo",Unknown,アキハバラ電脳組,TV,26,"Apr 4, 1998 to Sep 26, 1998",Spring 1998,"Asahi Production, GANSIS, Audio Tanaka, Nichion",ADV Films,Production Reed,Original,23 min. per ep.,PG-13 - Teens 13 or older,5552.0,6029,5992,26,243,2822,311,463,2153,108.0,162.0,342.0,606.0,478.0,328.0,136.0,78.0,42.0,24.0
2095,2095,2289,Akihabara Dennou-gumi: 2011-nen no Natsuyasumi,6.67,"Adventure, Comedy, Mecha, Sci-Fi",Unknown,劇場版 アキハバラ電脳組 2011年の夏休み,Movie,1,"Aug 14, 1999",Unknown,"GANSIS, Audio Tanaka",Unknown,Production I.G,Original,1 hr.,PG-13 - Teens 13 or older,5037.0,8757,2051,6,47,1171,53,61,719,54.0,71.0,136.0,196.0,180.0,81.0,44.0,22.0,9.0,4.0
2096,2096,2290,Superflat Monogram,6.51,"Adventure, Fantasy",Unknown,すーぱーふらっと・ものぐらむ,Special,1,2003,Unknown,Unknown,Unknown,Toei Animation,Original,5 min.,G - All Ages,5838.0,5691,6955,2,74,5485,32,37,1327,155.0,242.0,639.0,1057.0,864.0,588.0,188.0,102.0,53.0,35.0
2097,2097,2291,Tatakae!! Iczer-1,6.07,"Action, Sci-Fi, Ecchi, Mecha",Fight!! Iczer-1,戦え!! イクサー1,OVA,3,"Oct 19, 1985 to Mar 4, 1987",Unknown,Toshiba EMI,Media Blasters,AIC,Manga,33 min. per ep.,R+ - Mild Nudity,7952.0,5927,6205,24,212,3155,128,140,2570,82.0,99.0,294.0,575.0,616.0,387.0,238.0,96.0,58.0,37.0
2098,2098,2292,Bouken! Iczer 3,5.82,"Action, Adventure, Sci-Fi",Iczer Reborn,冒険！イクサー３,OVA,6,"Sep 25, 1990 to Feb 25, 1991",Unknown,Artmic,Unknown,"AIC, Darts",Original,30 min. per ep.,R - 17+ (violence & profanity),8755.0,8473,2303,11,84,1229,71,77,842,23.0,25.0,74.0,205.0,225.0,186.0,74.0,64.0,25.0,15.0
2099,2099,2293,Kyoushoku Soukou Guyver,6.26,"Action, Sci-Fi, Horror, Super Power",Guyver:Out of Control,強殖装甲ガイバー,Movie,1,"Dec 13, 1986",Unknown,Movic,Unknown,Production Reed,Unknown,54 min.,R+ - Mild Nudity,7083.0,6370,5236,25,108,3293,61,61,1713,99.0,146.0,295.0,583.0,534.0,362.0,181.0,98.0,35.0,20.0
2100,2100,2294,Mobile Suit Gundam SEED Destiny Special Edition,7.28,"Action, Space, Mecha, Romance, Military, Drama, Sci-Fi",Mobile Suit Gundam SEED Destiny Special Edition,機動戦士ガンダムSEED DESTINYスペシャルエディション,Special,4,"May 2, 2006",Unknown,Mainichi Broadcasting System,Bandai Entertainment,Sunrise,Original,1 hr. 30 min. per ep.,R - 17+ (violence & profanity),2458.0,4872,10150,29,211,6902,187,181,2669,540.0,549.0,1035.0,1158.0,543.0,285.0,138.0,58.0,53.0,50.0
2101,2101,2298,Mobile Suit Gundam SEED: After-Phase Between the Stars,7.06,"Action, Drama, Mecha, Sci-Fi",Unknown,機動戦士ガンダムSEED 星のはざまで,Special,1,"Mar 26, 2004",Unknown,Unknown,Unknown,Sunrise,Original,5 min.,PG-13 - Teens 13 or older,3432.0,4361,13301,12,151,10081,116,123,2830,603.0,621.0,1319.0,2202.0,1188.0,616.0,188.0,82.0,46.0,35.0
2102,2102,2299,Uchuu no Kishi Tekkaman Blade OVA: Burning Clock,6.59,"Action, Mecha, Sci-Fi, Shounen",Tekkaman Blade:Burning Clock,宇宙の騎士テッカマンブレード,OVA,1,"Nov 30, 1999",Unknown,Unknown,Unknown,Tatsunoko Production,Unknown,9 min.,R - 17+ (violence & profanity),5415.0,9095,1802,1,48,1026,32,56,640,40.0,44.0,114.0,213.0,129.0,87.0,26.0,18.0,10.0,6.0
2103,2103,2300,Uchuu no Kishi Tekkaman Blade OVA: Twin Blood,6.98,"Action, Mecha, Sci-Fi, Shounen",Tekkaman Blade:Twin Blood,宇宙の騎士テッカマンブレード,OVA,1,"Nov 17, 1994",Unknown,Unknown,Unknown,Unknown,Unknown,10 min.,R - 17+ (violence & profanity),3720.0,7475,3448,5,61,2022,50,76,1239,120.0,126.0,241.0,352.0,216.0,119.0,39.0,15.0,14.0,5.0
2104,2104,2301,Uchuu no Kishi Tekkaman Blade OVA: Missing Link,6.05,"Action, Mecha, Sci-Fi, Shounen",Tekkaman Blade:Missing Link,宇宙の騎士テッカマンブレード,OVA,1,"Nov 30, 1999",Unknown,Unknown,Unknown,Unknown,Unknown,5 min.,R - 17+ (violence & profanity),8045.0,9289,1674,0,53,929,32,55,605,36.0,21.0,67.0,137.0,151.0,107.0,41.0,28.0,21.0,13.0
2105,2105,2302,Mobile Suit SD Gundam Mk I,6.34,"Mecha, Parody, Sci-Fi",Unknown,機動戦士SDガンダム,Special,3,"Mar 12, 1988 to May 25, 1988",Unknown,Unknown,Unknown,Sunrise,Unknown,10 min. per ep.,PG - Children,6691.0,7306,3697,2,64,2364,55,139,1075,94.0,90.0,181.0,387.0,403.0,226.0,87.0,57.0,26.0,34.0
2106,2106,2303,Mobile Suit SD Gundam Mk II,6.27,"Mecha, Parody, Sci-Fi",Unknown,機動戦士SDガンダム Mk-II,OVA,3,"Jun 25, 1989",Unknown,Unknown,Unknown,Sunrise,Unknown,10 min. per ep.,PG-13 - Teens 13 or older,7032.0,7631,3247,1,75,1957,82,128,1005,71.0,69.0,155.0,307.0,309.0,204.0,87.0,38.0,30.0,23.0
2107,2107,2304,Mobile Suit SD Gundam Mk IV,6.02,"Mecha, Parody, Sci-Fi",Unknown,機動戦士SDガンダム Mk-IV,OVA,2,"Sep 25, 1990",Unknown,Unknown,Unknown,Sunrise,Unknown,14 min. per ep.,PG-13 - Teens 13 or older,8168.0,8078,2697,1,62,1445,58,117,1015,45.0,32.0,89.0,200.0,228.0,142.0,66.0,38.0,36.0,21.0
2108,2108,2305,Mobile Suit SD Gundam Mk III,5.94,"Mecha, Parody, Sci-Fi",Unknown,機動戦士SDガンダム Mk-III,OVA,6,"Mar 23, 1990",Unknown,Unknown,Unknown,Sunrise,Unknown,5 min. per ep.,PG-13 - Teens 13 or older,8422.0,8038,2753,1,52,1526,66,127,982,48.0,42.0,99.0,182.0,233.0,169.0,96.0,42.0,39.0,26.0
